society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
the cocoon,2.0,dwarka expressway,1333.0,15000.0,Super Built up area 1500(139.35 sq.m.),3,3,3,5.0,,New Property,,1500.0,,,0,0,0,0,0,1,0,5000.0
ats triumph,2.0,sector 104,825.0,24234.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,12.0,South,Relatively New,,3150.0,,,0,1,0,0,0,1,118,6058.5
cghs hewo apartments,1.0,sector 31,1157.0,8640.0,Carpet area: 1080 (100.34 sq.m.),2,2,2,2.0,,Old Property,,,,1080.0,0,0,0,0,0,1,28,4320.0
puri diplomatic greens,2.0,sector 111,1324.0,15111.0,Super Built up area 1700(157.94 sq.m.),3,3,2,12.0,North-East,Relatively New,,1700.0,,,0,0,0,0,0,1,101,5037.0
independent,5.5,sector 23,21825.0,2520.0,Plot area 280(234.12 sq.m.),8,8,2,3.0,East,Moderately Old,house,,2520.0,,1,1,0,1,0,2,76,315.0
trisara our homes 3,0.03,sohna road,557.0,539.0,Carpet area: 629 (58.44 sq.m.),2,2,1,2.0,North,New Property,,,,629.0,0,0,0,0,0,1,74,269.5
m3m one key resiments,0.08,sector 67,1311.0,610.0,Built Up area: 610 (56.67 sq.m.),1,1,0,0.0,,Undefined,,,610.0,,0,0,0,0,0,1,0,610.0
unitech greenwood city,2.0,sector 45,1235.0,16200.0,Super Built up area 216(180.6 sq.m.),3,3,2,1.0,North-West,New Property,,216.0,,,0,1,0,0,0,2,19,5400.0
orris aster court premier,1.0,sector 85,651.0,15363.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3,4,2,6.0,North-East,Relatively New,,2120.0,1616.0,,0,1,0,0,0,1,76,5121.0
la vida by tata housing,2.0,sector 113,1033.0,19354.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),3,4,3+,5.0,North-East,Relatively New,,2690.0,2350.0,2170.0,0,1,0,0,0,1,174,6451.333333333333
not applicable,0.04,sector 4,560.0,714.0,Carpet area: 750 (69.68 sq.m.),2,2,1,3.0,,Relatively New,,,,750.0,0,0,0,0,0,2,26,357.0
bestech park view ananda,1.0,sector 81,669.0,14957.0,Super Built up area 1645(152.83 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),3,2,3+,5.0,East,Relatively New,,1645.0,,1034.0,0,0,0,0,0,1,150,4985.666666666667
dlf new town heights,1.0,sector 90,639.0,15657.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2362 sq.ft. (219.44 sq.m.)Carpet area: 2360 sq.ft. (219.25 sq.m.),4,4,3+,6.0,South,Relatively New,,2364.0,2362.0,2360.0,0,1,0,1,0,2,142,3914.25
smart world gems,1.0,sector 89,878.0,11384.0,Super Built up area 1423(132.2 sq.m.),3,3,3,2.0,North,Under Construction,,1423.0,,,0,0,0,1,0,1,12,3794.6666666666665
signature global city 92,0.07,sector 92,772.0,907.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2.0,,Under Construction,,1010.0,,700.0,0,0,0,0,1,1,24,453.5
ramprastha city,1.0,dwarka expressway,903.0,11078.0,Super Built up area 1440(133.78 sq.m.),3,3,2,3.0,,Under Construction,,1440.0,,,0,0,0,0,0,1,0,3692.6666666666665
godrej,1.0,sector 79,853.0,11722.0,Super Built up area 1559(144.84 sq.m.),2,2,3,6.0,North-West,Relatively New,,1559.0,,,1,0,0,0,0,1,158,5861.0
sbtl caladium,1.0,sector 109,622.0,16080.0,Super Built up area 3055(283.82 sq.m.),4,4,3,8.0,North-East,Relatively New,,3055.0,,,0,1,0,0,0,1,151,4020.0
umang monsoon breeze,1.0,sector 78,506.0,19782.0,Built Up area: 2176 (202.16 sq.m.),3,3,3+,9.0,,Old Property,,,2176.0,,0,1,0,0,0,1,80,6594.0
godrej air,1.0,sector 85,1001.0,9995.0,Carpet area: 1829 (169.92 sq.m.),3,3,3+,18.0,,Under Construction,,,,1829.0,0,0,0,0,0,1,110,3331.6666666666665
la vida by tata housing,1.0,sector 113,1850.0,5405.0,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),3,2,2,10.0,North-East,Relatively New,,1579.0,,1027.0,0,0,0,1,0,2,174,1801.6666666666667
sare homes,0.08,sector 76,478.0,1672.0,Super Built up area 1776(165 sq.m.),4,4,3,3.0,,Moderately Old,,1776.0,,,0,0,0,0,0,1,0,418.0
independent,0.95,sector 7,21111.0,450.0,Plot area 450(41.81 sq.m.),2,1,1,3.0,,New Property,house,,450.0,,0,0,0,0,0,1,15,225.0
nbcc heights,1.0,sector 89,706.0,14168.0,Super Built up area 2125(197.42 sq.m.),3,3,3,8.0,,Relatively New,,2125.0,,,1,1,0,0,0,1,105,4722.666666666667
dlf the ultima,2.0,sector 81,1036.0,19296.0,Super Built up area 2132(198.07 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3+,3.0,South,Relatively New,,2132.0,,1650.0,0,1,0,0,0,0,149,6432.0
indiabulls centrum park,1.0,sector 103,586.0,17062.0,Built Up area: 1365 (126.81 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1.0,West,Relatively New,,,1365.0,900.0,0,0,0,0,0,2,51,8531.0
orchid petals,1.0,sector 49,1053.0,9500.0,Carpet area: 1805 (167.69 sq.m.),3,3,3,9.0,North-West,Moderately Old,,,,1805.0,0,1,0,0,0,2,95,3166.6666666666665
essel towers,2.0,sector 14,1250.0,16000.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3.0,,Undefined,,,,1760.0,0,0,0,0,0,1,0,5333.333333333333
sare homes,0.08,sector 92,525.0,1523.0,Carpet area: 1523 (141.49 sq.m.),3,3,3,7.0,North-West,Relatively New,,,,1523.0,1,0,0,0,0,2,80,507.6666666666667
signature global solera,0.02,sector 107,583.0,343.0,Carpet area: 489 (45.43 sq.m.),2,2,2,0.0,North-East,Relatively New,,,,489.0,0,0,0,0,0,1,45,171.5
breez global heights,0.02,sector 36,583.0,343.0,Carpet area: 412 (38.28 sq.m.),1,1,1,8.0,,New Property,,,,412.0,0,0,0,0,0,2,57,343.0
independent,0.68,sector 3,3875.0,1755.0,Built Up area: 1755 (163.04 sq.m.),5,3,0,1.0,,Undefined,house,,1755.0,,0,0,0,0,0,1,0,351.0
bhawani enclave,0.42,sector 12,8235.0,510.0,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),3,3,0,2.0,East,New Property,house,,,510.0,0,0,0,1,0,1,0,170.0
emaar gurgaon greens,1.0,sector 102,842.0,11871.0,Super Built up area 1650(153.29 sq.m.),3,3,3,7.0,West,Relatively New,,1650.0,,,0,1,0,0,0,2,21,3957.0
smart world orchard,1.0,sector 61,1391.0,7188.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3.0,,Under Construction,,,,1150.0,1,0,0,0,0,1,37,3594.0
emaar mgf emerald floors premier,2.0,sector 65,1430.0,13983.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2.0,North-East,Relatively New,,1650.0,,1400.0,1,1,0,0,0,2,136,4661.0
senate court,0.09,sector 62,1408.0,639.0,Built Up area: 639 (59.37 sq.m.),1,1,0,0.0,,Undefined,,,639.0,,0,0,0,0,0,1,0,639.0
tulip violet,1.0,sector 69,843.0,11860.0,Super Built up area 2010(186.74 sq.m.),4,4,2,10.0,South,New Property,,2010.0,,,0,0,0,0,0,1,125,2965.0
shapoorji pallonji joyville gurugram,0.09,sector 102,1060.0,849.0,Super Built up area 915(85.01 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,12.0,,New Property,,915.0,,600.0,0,0,0,0,0,1,57,424.5
samadhan shri kamal cghs,2.0,sector 1,1143.0,17504.0,Carpet area: 1760 (163.51 sq.m.),4,4,3+,10.0,,Moderately Old,,,,1760.0,0,0,0,0,0,0,0,4376.0
hcbs sports ville,0.02,sohna road,461.0,434.0,Built Up area: 477.85 (44.39 sq.m.)Carpet area: 321.6 sq.ft. (29.88 sq.m.),1,1,1,9.0,East,Relatively New,,,477.85,321.6,0,0,0,0,0,2,44,434.0
antriksh heights,0.09,sector 84,504.0,1785.0,Super Built up area 1825(169.55 sq.m.),3,3,3,2.0,East,Relatively New,,1825.0,,,1,0,0,1,0,1,67,595.0
bestech park view city,3.0,sector 49,1259.0,23830.0,Super Built up area 2383(221.39 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,5.0,North-East,Moderately Old,,2383.0,2200.0,2000.0,0,1,0,1,0,2,141,5957.5
assotech blith,1.0,sector 99,659.0,15168.0,Super Built up area 1365(126.81 sq.m.),2,2,2,2.0,,New Property,,1365.0,,,0,0,0,0,1,2,72,7584.0
unitech espace,7.45,sector 50,34491.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),4,4,3,3.0,,Old Property,house,,4500.0,4000.0,0,1,0,0,0,2,59,540.0
emaar mgf the palm drive,3.0,sector 66,1778.0,16876.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,12.0,South-West,Relatively New,,2200.0,,1800.0,1,1,1,1,0,2,117,5625.333333333333
supertech new soft launch,0.08,sector 68,712.0,1124.0,Built Up area: 1180 (109.63 sq.m.),2,2,2,7.0,East,Undefined,,,1180.0,,0,0,0,0,0,1,0,562.0
independent,3.3,sector 57,19097.0,1728.0,Plot area 192(160.54 sq.m.),4,4,2,3.0,South-East,Moderately Old,house,,1728.0,,0,0,1,0,0,2,60,432.0
ansal heights 86,1.0,sector 86,740.0,13521.0,Super Built up area 1690(157.01 sq.m.),3,2,1,11.0,,New Property,,1690.0,,,0,0,0,0,0,1,45,4507.0
m3m capital,2.0,sector 113,1480.0,13514.0,Super Built up area 1695(157.47 sq.m.),3,3,3+,2.0,North-West,Under Construction,,1695.0,,,1,0,0,0,0,1,49,4504.666666666667
vatika the seven lamps,1.0,sector 82,875.0,11425.0,Super Built up area 2160(200.67 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3,3,3,11.0,South,Relatively New,,2160.0,2000.0,1565.0,1,1,0,1,0,2,145,3808.3333333333335
bestech park view sanskruti,1.0,sector 92,755.0,13250.0,Super Built up area 2120(196.95 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,10.0,East,Relatively New,,2120.0,,1450.0,0,1,0,0,0,2,60,4416.666666666667
brisk lumbini terrace homes,1.0,sector 109,634.0,15778.0,Carpet area: 2177 (202.25 sq.m.),3,3,1,4.0,,Moderately Old,,,,2177.0,0,0,0,0,0,1,20,5259.333333333333
the penthouses at the hibiscus,8.0,sector 50,850.0,94118.0,Carpet area: 10000 (929.03 sq.m.),4,4,3,9.0,South-East,Moderately Old,,,,10000.0,0,1,0,0,0,1,35,23529.5
ss the leaf,1.0,sector 85,735.0,13605.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,4,3,6.0,South-East,Moderately Old,,2408.0,1450.0,1300.0,0,1,0,0,0,2,135,4535.0
international city by sobha phase 2,6.2,sector 109,25514.0,2430.0,Plot area 270(225.75 sq.m.),5,5,2,2.0,South-West,Relatively New,house,,2430.0,,0,1,0,0,0,1,135,486.0
huda plots,2.95,sector 56,20359.0,1449.0,Plot area 161(134.62 sq.m.)Built Up area: 1000 sq.yards (836.13 sq.m.),2,2,2,1.0,North,Moderately Old,house,,1000.0,,0,0,0,0,0,1,31,724.5
signature global orchard avenue,0.03,sector 93,638.0,470.0,Carpet area: 594.91 (55.27 sq.m.),2,2,2,7.0,North,Relatively New,,,,594.91,0,0,0,0,0,1,16,235.0
pyramid urban homes 2,0.04,sector 86,828.0,483.0,Carpet area: 501 (46.54 sq.m.),2,2,1,7.0,West,New Property,,,,501.0,1,1,0,1,1,1,49,241.5
independent,9.85,sector 43,29642.0,3323.0,Plot area 418(349.5 sq.m.),5,5,2,3.0,West,Old Property,house,,418.0,,1,1,0,1,0,1,21,664.6
pyramid urban homes 2,0.04,sector 86,858.0,466.0,Carpet area: 501 (46.54 sq.m.),2,2,1,6.0,North-East,New Property,,,,501.0,1,0,0,0,0,1,92,233.0
shapoorji pallonji joyville gurugram,1.0,sector 102,1456.0,6867.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2,2,3,0.0,North-East,Relatively New,,1359.0,,824.0,0,0,0,0,0,1,49,3433.5
godrej nature plus,1.0,sector 33,996.0,10045.0,Carpet area: 1557 (144.65 sq.m.),3,2,3+,8.0,East,New Property,,,,1557.0,0,0,0,0,0,1,43,3348.3333333333335
independent,0.92,sector 4,15257.0,603.0,Plot area 67(56.02 sq.m.),4,4,3,4.0,East,Moderately Old,house,,603.0,,0,0,0,0,1,1,0,150.75
emaar mgf the palm drive,2.0,sector 66,1647.0,12143.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,3,8.0,North-East,Relatively New,,1950.0,1920.0,1700.0,0,1,0,0,0,2,117,4047.6666666666665
tulip lemon,0.06,sector 69,1288.0,466.0,Carpet area: 482 (44.78 sq.m.),2,2,1,4.0,North-East,Relatively New,,,,482.0,0,0,0,0,0,2,108,233.0
huda ashok vihar phase,0.04,sector 4,661.0,605.0,Carpet area: 650 (60.39 sq.m.),2,2,1,2.0,,Relatively New,,,,650.0,0,0,0,0,0,1,7,302.5
vatika gurgaon,1.0,sector 83,700.0,14286.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,3.0,South-West,Relatively New,,1735.0,,1500.0,0,0,1,0,0,1,79,4762.0
smart world gems,1.0,sector 89,1253.0,7983.0,Carpet area: 958 (89 sq.m.),3,3,3,3.0,East,Under Construction,,,,958.0,0,0,1,1,0,1,131,2661.0
afnhb jalvayu vihar,0.06,sector 30,727.0,825.0,Super Built up area 990(91.97 sq.m.),2,2,1,3.0,North-East,Old Property,,990.0,,,0,0,0,0,0,1,65,412.5
godrej nature plus,1.0,sector 33,903.0,11080.0,Carpet area: 1385 (128.67 sq.m.),2,2,3+,15.0,,Under Construction,,,,1385.0,0,0,0,0,0,1,44,5540.0
chd avenue,0.09,sector 71,792.0,1137.0,Built Up area: 1200 (111.48 sq.m.),2,2,0,5.0,South,Undefined,,,1200.0,,0,0,0,0,0,1,0,568.5
independent,3.5,sector 31,24155.0,1449.0,Plot area 161(134.62 sq.m.),4,3,3,2.0,South-West,Moderately Old,house,,1449.0,,0,0,1,0,0,2,81,362.25
tata primanti,3.0,sector 72,1143.0,26251.0,Built Up area: 2625 (243.87 sq.m.),4,5,3+,10.0,West,Relatively New,,,2625.0,,0,1,0,0,1,1,38,6562.75
malibu towne,2.0,sector 47,1000.0,20000.0,Carpet area: 2400 (222.97 sq.m.),3,3,0,0.0,West,Moderately Old,,,,2400.0,0,0,0,0,0,2,22,6666.666666666667
unitech fresco,1.0,sector 50,959.0,10429.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1870 sq.ft. (173.73 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,6.0,North-East,Moderately Old,,1877.0,1870.0,1600.0,0,1,0,0,0,2,174,3476.3333333333335
valley view estate,0.03,gwal pahari,609.0,493.0,Super Built up area 624(57.97 sq.m.),1,1,1,11.0,,Moderately Old,,624.0,,,0,0,0,0,0,1,42,493.0
independent,5.65,sector 46,23870.0,2367.0,Plot area 263(219.9 sq.m.),8,6,3+,3.0,South-West,Moderately Old,house,,2367.0,,0,1,0,0,0,2,67,295.875
dlf city plots phase 2,10.75,sector 25,29861.0,3600.0,Plot area 400(334.45 sq.m.),9,9,3+,3.0,South-West,Old Property,house,,3600.0,,0,1,1,1,0,1,73,400.0
ss the leaf,2.0,sector 85,1187.0,16851.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,5.0,West,Relatively New,,2408.0,,1685.0,0,1,0,0,0,1,156,5617.0
microtek greenburg,1.0,sector 86,876.0,11421.0,Super Built up area 1480(137.5 sq.m.),2,2,3,10.0,,Relatively New,,1480.0,,,1,0,0,0,0,1,38,5710.5
sidhartha ncr greens,0.05,sector 95,566.0,884.0,Super Built up area 990(91.97 sq.m.),2,2,3,13.0,,New Property,,990.0,,,0,0,0,0,0,1,8,442.0
ss the leaf,1.0,sector 85,1247.0,8019.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1173 sq.ft. (108.98 sq.m.)Carpet area: 882 sq.ft. (81.94 sq.m.),2,2,3,12.0,North,Relatively New,,1640.0,1173.0,882.0,1,0,0,0,0,1,75,4009.5
signature the serenas,0.04,sohna road,791.0,506.0,Carpet area: 531 (49.33 sq.m.),2,2,1,12.0,,New Property,,,,531.0,0,0,0,0,0,1,54,253.0
m3m heights,2.0,sector 65,1417.0,14116.0,Super Built up area 1828(169.83 sq.m.),3,3,3,26.0,East,New Property,,1828.0,,,0,0,0,0,0,1,15,4705.333333333333
godrej aria,1.0,sector 79,962.0,10393.0,Super Built up area 1351(125.51 sq.m.),2,4,2,3.0,East,Relatively New,,1351.0,,,0,0,0,0,0,1,53,5196.5
emaar palm gardens,1.0,sector 83,947.0,10556.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1244.33 sq.ft. (115.6 sq.m.),3,4,3,4.0,West,Relatively New,,1900.0,,1244.33,1,1,1,1,0,2,174,3518.6666666666665
independent,0.6,sector 3,6000.0,1000.0,Built Up area: 1000 (92.9 sq.m.),1,1,0,1.0,,Undefined,house,,1000.0,,0,0,0,0,0,1,0,1000.0
the close north,2.0,sector 50,1136.0,17609.0,Super Built up area 2069(192.22 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,8.0,North-West,Moderately Old,,2069.0,1900.0,1800.0,0,0,0,0,0,2,49,5869.666666666667
emaar mgf the palm drive,3.0,sector 66,1538.0,19501.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1720 sq.ft. (159.79 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),3,3,2,12.0,East,Relatively New,,1950.0,1720.0,1620.0,0,1,0,0,0,1,96,6500.333333333333
sneh vihar,1.35,sohna road road,10000.0,1350.0,Plot area 1350(125.42 sq.m.),5,5,3+,4.0,,Relatively New,house,,1350.0,,0,0,0,0,0,1,0,270.0
indiabulls enigma,4.0,sector 110,1095.0,36520.0,Super Built up area 3880(360.46 sq.m.),5,5,3+,4.0,East,Relatively New,,3880.0,,,0,1,0,0,0,1,101,7304.0
palam vihar extension west zone rwa,0.65,sector 2,5778.0,1125.0,Plot area 1125(104.52 sq.m.),2,2,1,1.0,North,Moderately Old,house,,1125.0,,0,0,1,0,0,1,23,562.5
pyramid urban homes 2,0.05,sector 86,962.0,520.0,Carpet area: 520 (48.31 sq.m.),2,2,1,10.0,,Relatively New,,,,520.0,0,0,0,0,0,1,15,260.0
orris aster court,0.06,sector 85,522.0,1149.0,Super Built up area 1312(121.89 sq.m.)Built Up area: 1075 sq.ft. (99.87 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),2,2,2,5.0,South-West,Relatively New,,1312.0,1075.0,975.0,0,0,0,0,0,1,37,574.5
eldeco accolade,0.07,sohna road,578.0,1212.0,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,3,5.0,West,Relatively New,,1264.0,,730.0,0,0,0,1,0,1,33,606.0
independent,3.35,sector 43,26973.0,1242.0,Plot area 138(115.39 sq.m.),1,1,0,1.0,East,Old Property,house,,1242.0,,0,0,0,0,0,1,9,1242.0
independent,5.25,sector 24,38889.0,1350.0,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),4,4,3+,2.0,East,Relatively New,house,,160.0,150.0,0,1,0,1,0,2,72,337.5
international city by sobha phase 2,6.25,sector 109,10035.0,6228.0,Plot area 692(578.6 sq.m.),5,7,3+,3.0,North-East,Relatively New,house,,6228.0,,1,1,1,1,0,1,147,1245.6
emaar mgf marbella,12.0,sector 66,38095.0,3150.0,Plot area 350(292.64 sq.m.),5,6,3+,4.0,North-East,New Property,house,,3150.0,,0,1,0,1,0,1,38,630.0
signature global park,0.05,sohna road,720.0,694.0,Carpet area: 750 (69.68 sq.m.),2,2,2,4.0,North-East,Under Construction,,,,750.0,0,0,0,0,0,1,111,347.0
chd avenue,1.0,sector 71,794.0,12587.0,Carpet area: 1762 (163.7 sq.m.),3,3,2,1.0,South-East,Moderately Old,,,,1762.0,0,0,0,1,0,2,125,4195.666666666667
dlf the ultima,2.0,sector 81,1141.0,17525.0,Super Built up area 2103(195.38 sq.m.),3,4,3+,19.0,North-West,Relatively New,,2103.0,,,0,1,0,0,0,0,174,5841.666666666667
bptp terra,1.0,sector 37d,799.0,12520.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3,7.0,West,Relatively New,,2191.0,2100.0,1800.0,0,0,0,0,1,2,120,3130.0
antriksh heights,0.07,sector 84,458.0,1529.0,Super Built up area 1725(160.26 sq.m.),3,3,3+,8.0,West,New Property,,1725.0,,,0,0,0,0,0,1,24,509.6666666666667
independent,0.38,sector 12,4222.0,900.0,Plot area 900(83.61 sq.m.),3,3,3,3.0,,Relatively New,house,,900.0,,0,0,0,0,0,1,0,300.0
independent,1.7,sector 12,9444.0,1800.0,Built Up area: 200 (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),3,3,0,1.0,,Undefined,house,,200.0,180.0,0,0,0,0,0,1,0,600.0
rof ananda,0.03,sector 95,589.0,509.0,Carpet area: 644.12 (59.84 sq.m.),3,2,1,2.0,South-East,Relatively New,,,,644.12,0,0,0,1,0,2,66,169.66666666666666
signature global city 81,0.08,sector 81,1465.0,546.0,Carpet area: 546 (50.73 sq.m.),2,2,2,4.0,North,Under Construction,,,,546.0,1,0,0,0,0,1,36,273.0
sare homes,1.0,sector 92,536.0,18664.0,Carpet area: 2090 (194.17 sq.m.),4,4,2,12.0,North-West,Relatively New,,,,2090.0,0,1,0,0,0,1,85,4666.0
independent,0.4,sector 4,8889.0,450.0,Plot area 50(41.81 sq.m.),1,1,0,1.0,,Moderately Old,house,,450.0,,0,0,0,0,0,1,0,450.0
bptp pedestal,1.0,sector 70a,1016.0,9844.0,Carpet area: 1575 (146.32 sq.m.),3,3,3,2.0,North-East,New Property,,,,1575.0,0,1,0,0,1,1,77,3281.3333333333335
dlf the ultima,2.0,sector 81,1094.0,18288.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1617 sq.ft. (150.22 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,19.0,East,Relatively New,,2103.0,1617.0,1257.0,1,1,0,1,1,0,49,6096.0
kendriya vihar,0.06,sector 56,861.0,697.0,Carpet area: 755 (70.14 sq.m.),1,1,1,0.0,,Moderately Old,,,,755.0,0,0,0,0,0,1,143,697.0
independent,5.0,sector 2,15385.0,3250.0,Carpet area: 3250 (301.93 sq.m.),6,6,2,1.0,South,Undefined,house,,,3250.0,0,0,0,0,0,1,0,541.6666666666666
independent,0.75,sector 36,6938.0,1081.0,Built Up area: 1081 (100.43 sq.m.),3,1,0,1.0,,Undefined,house,,1081.0,,0,0,0,0,0,1,0,360.3333333333333
avl 36 gurgaon,0.03,sector 36a,1053.0,285.0,Super Built up area 352(32.7 sq.m.),1,1,1,3.0,North,Relatively New,,352.0,,,0,0,0,0,0,2,88,285.0
rof ananda,0.03,sector 95,583.0,515.0,Carpet area: 549.16 (51.02 sq.m.),2,2,1,9.0,North,Relatively New,,,,549.16,0,0,0,1,0,2,71,257.5
independent,5.5,sector 43,28424.0,1935.0,Plot area 215(179.77 sq.m.),1,1,0,1.0,South-West,Old Property,house,,1935.0,,0,0,0,0,1,1,12,1935.0
godrej nature plus,1.0,sector 33,772.0,12945.0,Super Built up area 1385(128.67 sq.m.),2,2,2,14.0,North-East,Under Construction,,1385.0,,,0,0,0,0,0,1,68,6472.5
vipul belmonte,6.0,sector 53,2192.0,27370.0,Super Built up area 2965(275.46 sq.m.),3,4,3+,0.0,,Old Property,,2965.0,,,1,0,0,0,1,1,72,9123.333333333334
tata primanti,3.0,sector 72,1343.0,22346.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,39.0,East,Relatively New,,2905.0,,2150.0,0,1,0,0,1,1,49,5586.5
sobha city,2.0,sector 108,1520.0,13162.0,Super Built up area 1711(158.96 sq.m.),3,3,2,8.0,East,Relatively New,,1711.0,,,0,0,0,0,0,1,99,4387.333333333333
mian wali,1.7,sector 12,9444.0,1800.0,Plot area 1800(167.23 sq.m.),1,1,1,1.0,,Old Property,house,,1800.0,,0,1,0,0,0,1,7,1800.0
microtek greenburg,1.0,sector 86,871.0,11485.0,Super Built up area 1895(176.05 sq.m.),3,4,3,8.0,North-West,Relatively New,,1895.0,,,0,1,0,0,0,1,124,3828.3333333333335
umang monsoon breeze,1.0,sector 78,649.0,15401.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1848 sq.ft. (171.68 sq.m.),3,3,2,8.0,,Moderately Old,,2250.0,,1848.0,0,0,0,1,0,0,8,5133.666666666667
tulip violet,1.0,sector 69,836.0,11965.0,Super Built up area 2010(186.74 sq.m.),4,4,2,7.0,North,Relatively New,,2010.0,,,0,0,0,0,0,1,127,2991.25
godrej nature plus,1.0,sector 33,1156.0,8652.0,Carpet area: 92.44,2,2,2,15.0,,Under Construction,,,,92.44,0,0,0,0,0,1,38,4326.0
ireo the corridors,2.0,sector 67a,1158.0,17271.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,6.0,,Under Construction,,1727.0,,1017.0,0,0,0,0,1,1,15,5757.0
sare crescent parc,1.0,sector 92,707.0,14148.0,Carpet area: 2040 (189.52 sq.m.),4,4,3,8.0,,Relatively New,,,,2040.0,0,0,0,0,0,1,37,3537.0
unitech deerwood chase,15.0,sector 50,33333.0,4500.0,Plot area 500(418.06 sq.m.),4,4,2,2.0,West,Moderately Old,house,,4500.0,,0,1,0,0,0,1,160,1125.0
emaar palm gardens,1.0,sector 83,921.0,10858.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,East,Relatively New,,1900.0,1600.0,1240.04,0,1,0,0,0,2,174,3619.3333333333335
greenopolis,0.08,sector 89,482.0,1660.0,Super Built up area 1660(154.22 sq.m.),2,3,3,8.0,,Under Construction,,1660.0,,,1,0,0,0,1,1,60,830.0
dlf regal gardens,1.0,sector 90,808.0,12375.0,Carpet area: 2215 (205.78 sq.m.),4,3,3+,10.0,North-East,Moderately Old,,,,2215.0,0,0,0,0,0,1,63,3093.75
